Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
"In Search of Balance",2016,"At a genetic level, humans are literally connected to the rest of the natural world through our DNA. But today's highly processed foods, pesticide based monoculture farming methods, increasing urbanization, obsession with technology and destruction of the natural environment distance us further and further from the world we coevolved with. We are out of balance with nature and the reductionist philosophy of modern western medicine, once immensely powerful, seems inadequate to answer today's challenges.","An exploration of a new paradigm of health, science, and medicine, based on the interconnections between us and nature.",Documentary,tt5022626,74,x4pLLL8XF5Q,6.6,https://hydramovies.com/wp-content/uploads/2018/04/In-Search-of-Balance-Movie-Poster.jpg,"Adam Pfleghaar","Blue Kraning","Eshel Ben-Jacob|Miguel Altieri"
"Minimalism: A Documentary About the Important Things",2015,"How might your life be better with less? Minimalism: A Documentary About the Important Things examines the many flavors of minimalism by taking the audience inside the lives of minimalists from all walks of life -- families, entrepreneurs, architects, artists, journalists, scientists, and even a former Wall Street broker -- all of whom are striving to live a meaningful life with less.","How might your life be better with less?",Documentary,tt3810760,79,0Co1Iptd4p4,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Minimalism-A-Documentary-About-the-Important-Things-Movie-Poster.jpg,"Matt D'Avella","Dan Harris","Shannon Whitehead"
"Tom of Finland",2017,"Touko Laaksonen, a decorated officer, returns home after a harrowing and heroic experience serving his country in World War II, but life in Finland during peacetime proves equally distressing. He finds peace-time Helsinki rampant with persecution of the homosexual men around him, even being pressured to marry women and have children. Touko finds refuge in his liberating art, specializing in homoerotic drawings of muscular men, free of inhibitions. His work - made famous by his signature 'Tom of Finland' - became the emblem of a generation of men and fanned the flames of a gay revolution.","Award-winning filmmaker Dome Karukoski brings to screen the life and work of artist Touko Valio Laaksonen (aka Tom of Finland), one of the most influential and celebrated figures of twentieth century gay culture.",Biography|Drama,tt5226984,115,V0E9zPRt96w,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Tom-of-Finland-Movie-Poster.jpg,"Dome Karukoski","Aleksi Bardy","Pekka Strang|Seumas F. Sargent"
Thelma,2017,"Having just enrolled at a university in Oslo against her stern parents' will, the sheltered Biology freshman and devout Christian, Thelma, leaves for the first time the isolated Norwegian countryside, to start a new life away from home. Tangibly lonely, a casual conversation and an unexpected friendship in the face of the beautiful fellow student, Anja, will broaden Thelma's hazy horizons; however, as the glacially alluring misfit wrestles with an onslaught of novel feelings, an unprecedented psychosomatic manifestation of repressed emotions takes over. A mystery cloaks soft-spoken Thelma's past, and the more she struggles to renounce her nebulous desire, the more violent is her quivering awakening. But can Thelma find a denied truth behind a stinging temptation?","A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.",Drama|Fantasy|Mystery|Romance|Thriller,tt6304046,116,vgQMHG9SGlU,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Thelma-Movie-Poster.jpg,"Joachim Trier","Eskil Vogt","Eili Harboe|Henrik Rafaelsen|Kaya Wilkins"
"My Friend Dahmer",2017,"A young Jeffrey Dahmer struggles to belong in high school.","A young Jeffrey Dahmer struggles to belong in high school.",Biography|Drama|Horror,tt2291540,107,jmnuC7tn9D4,6.4,https://hydramovies.com/wp-content/uploads/2018/04/My-Friend-Dahmer-Movie-Poster.jpg,"Marc Meyers","Marc Meyers","Alex Wolff|Anne Heche|Ross Lynch"
"When We First Met",2018,"Noah spends the perfect first night with Avery, the girl of his dreams, but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and change that night - and his fate - over and over again.","Noah thinks he has the perfect first night with Avery, the girl of his dreams, but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he ...",Comedy|Fantasy|Romance,tt5783956,97,d2sJNee7FQ4,6.4,https://hydramovies.com/wp-content/uploads/2018/04/When-We-First-Met-Movie-Poster.jpg,"Ari Sandel","John Whittington","Adam Devine|Alexandra Daddario|Shelley Hennig"
"Bomb City",2017,"Bomb City is a crime-drama, about the cultural aversion of a group of punk rockers in a conservative Texas town. Their ongoing battle with a rival, more-affluent clique leads to a controversial hate crime that questions the morality of American justice. Based on the true story of Brian Deneke.","A crime-drama, about the cultural aversion of a group of punk rockers in a conservative Texas town. Their ongoing battle with a rival, more-affluent clique leads to a controversial hate crime that questions the morality of American justice.",Action|Crime|Drama|Thriller|Western,tt4351548,95,ir4IraOtads,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Bomb-City-Movie-Poster.jpg,"Jameson Brooks","Jameson Brooks","Dave Davis|Glenn Morshower|Logan Huffman"
"The Ritual",2017,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.","A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",Horror,tt5638642,94,Vfugwq2uoa0,6.3,https://hydramovies.com/wp-content/uploads/2018/04/The-Ritual-Movie-Poster.jpg,"David Bruckner","Joe Barton","Arsher Ali|Rafe Spall|Robert James-Collier"
"Accident Man",2018,"Mike Fallon, the Accident Man, is a stone cold killer whose methodical hits baffle the police and delight his clients. He is the best at what he does. But when a loved one is dragged into the London underworld and murdered by his own crew, Fallon is forced to rip apart the life he knew in order to hold those accountable and avenge the one person who actually meant something to him.","Mike Fallon, the Accident Man, is a stone cold killer whose methodical hits baffle the police and delight his clients. He is the best at what he does. But when a loved one is dragged into ...",Action|Crime|Thriller,tt6237612,105,hk6Fhe8HyKs,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Accident-Man-Movie-Poster.jpg,"Jesse V. Johnson","Scott Adkins","Ray Stevenson|Scott Adkins"
Coco,2017,"Despite his family's baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Adventure|Animation|Comedy|Family|Fantasy,tt2380307,0,6Zxj9q8Yjdw,8.5,https://hydramovies.com/wp-content/uploads/2018/04/Coco-Movie-Poster.jpg,"Lee Unkrich","Lee Unkrich","Anthony Gonzalez|Gael García Bernal"
"Murder on the Orient Express",2017,"Hercule Poirot, the best detective in the world decides to leave on the Orient Express. The train accidentally gets stopped because of a small avalanche. Little did he know that a murder was planned and that a person on this train was able of committing such crime. Will he solve this murder before the train starts working again?","When a murder occurs on the train he's travelling on, celebrated detective Hercule Poirot is recruited to solve the case.",Crime|Drama|Mystery,tt3402236,114,Mq4m3yAoW8E,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Murder-on-the-Orient-Express-Movie-Poster.jpg,"Kenneth Branagh","Michael Green","Kenneth Branagh|Penélope Cruz|Willem Dafoe"
"Doctor Who: Shada",2017,"The story revolves around the planet Shada, on which the Time Lords have constructed a high security prison for some of the Universe's most dangerous criminals. Skagra, a flawed genius from the planet Dronoid, wishes to create a ""Universal Mind"" in which all the pooled knowledge of the universe's greatest criminals would be placed at his disposal and with which he intends to take control of the Universe. Skagra wants to go to Shada to extract the knowledge of the criminals who have been imprisoned there. Unfortunately for Skagra, knowledge of the location of Shada has been deliberately hidden by the Time Lords, but Skagra discovers that there is a Time Lord living on Earth in the twentieth century who may hold the key to its location. This Time Lord is masquerading as a professor at St. Cedd's College, Cambridge and calling himself Professor Chronotis. Sensing danger, Chronotis calls for the assistance of his old friend and protégé, the Doctor. The story climaxes in a battle for ...","The story revolves around the planet Shada, on which the Time Lords have constructed a high security prison for some of the Universe's most dangerous criminals. Skagra, a flawed genius from...",Sci-Fi,tt7689226,138,jBpmCZV6GAc,6,https://hydramovies.com/wp-content/uploads/2018/04/Doctor-Who-Shada-Movie-Poster.jpg,"Charles Norton","Douglas Adams","Christopher Neame|Lalla Ward|Tom Baker"
"The Everlasting Flame",2009,"Official Film of the Beijing Olympics.","Official Film of the Beijing Olympics.",Documentary|Sport,tt1491616,101,0BE0fL_tqnc,6.2,https://hydramovies.com/wp-content/uploads/2018/04/The-Everlasting-Flame-Movie-Poster.jpg,"Jun Gu","Qi Wu","Mark Griffiths"
"Daddy's Home 2",2017,"Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.","Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.",Comedy,tt5657846,100,yyW_EX7iRW0,6,https://hydramovies.com/wp-content/uploads/2018/04/Daddys-Home-2-Movie-Poster.jpg,"Sean Anders","Sean Anders","Mark Wahlberg|Will Ferrell"
"The Florida Project",2017,"Halley lives with her six year old daughter Moonee in a budget motel along one of the commercial strips catering to the Walt Disney World tourist clientele outside Orlando, Florida. Halley, who survives largely on welfare, has little respect for people, especially those who cross her, it an attitude that she has passed down to Moonee, who curses and gives the finger like her mother. Although the motel's policy is not to allow long term rentals, Bobby, the motel manager, has made arrangements for people like Halley to live there while not undermining the policy as he realizes that many such tenants have no place to go otherwise. Halley, Moonee and Moonee's friends, who live in the motel or others like it along the strip and who she often drags into her disruptive pranks, are often the bane of Bobby's existence, but while dealing with whatever problem arises, Bobby has a soft spot especially for the children and thus, by association, their parents, as he knows that Moonee and others ...","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",Drama,tt5649144,111,WwQ-NH1rRT4,7.6,https://hydramovies.com/wp-content/uploads/2018/04/The-Florida-Project-Movie-Poster.jpg,"Sean Baker","Sean Baker","Bria Vinaite|Brooklynn Prince|Willem Dafoe"
